id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1483_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1485	C28H43NO6	[M + H]+	C28H43NO6	Terpenoids	0.5978363156318665	Pseudoalkaloids	0.14182108640670776	Monoacylglycerols	0.05830736458301544	Amino acids and derivatives	0.5929253101348877	Amino acids and derivatives	0.5929253101348877	Amino acids, peptides, and analogues	0.5805060863494873	Carboxylic acids and derivatives	0.9951329827308655	Organic acids and derivatives	0.9980777502059937	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1485
1484_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1486	C23H50NO6P	[M + Na]+	C23H50NO6P	Fatty acids	0.9920628666877747	Glycerophospholipids	0.930870532989502	Glycerophosphocholines	0.280756413936615	Phosphoethanolamines	0.5095320343971252	Phosphoethanolamines	0.5095320343971252	Phosphate esters	0.7482634782791138	Organic phosphoric acids and derivatives	0.5018396973609924	Organic acids and derivatives	0.9955832362174988	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphoric acids and derivatives; Phosphate esters; Organic phosphonic acids and derivatives; Quaternary ammonium salts; Cholines; Phosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1486
1485_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1487	C30H45NO3	[M + Na]+	C30H45NO3	Terpenoids	0.42645254731178284	Triterpenoids	0.4777519702911377	Taraxerane triterpenoids	0.3258224427700043	N-acyl-alpha amino acids	0.5397635102272034	Amino acids and derivatives	0.8794480562210083	Amino acids, peptides, and analogues	0.8832906484603882	Carboxylic acids and derivatives	0.9994199275970459	Organic acids and derivatives	0.999909520149231	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1487
1489_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1491	C28H42O7	[M + H]+	C28H42O7	Terpenoids	0.9319927096366882	Triterpenoids	0.6505784392356873	Cardenolides	0.5120538473129272	Oxosteroids	0.6306280493736267			Oxosteroids	0.6306280493736267	Steroids and steroid derivatives	0.8506937026977539	Lipids and lipid-like molecules	0.8880272507667542	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Oxosteroids; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1491
1490_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1492	C30H44O4	[M + Na]+	C30H44O4	Terpenoids	0.9247704744338989	Steroids	0.5775750875473022	Carotenoids (C40, Î²-Îº)	0.08531539887189865	Steroids and steroid derivatives	0.6549675464630127					Steroids and steroid derivatives	0.6549675464630127	Lipids and lipid-like molecules	0.9810468554496765	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1492
1498_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1500	C28H45NO6	[M + H]+	C28H45NO6	Amino acids and Peptides	0.6109157800674438	Steroids	0.4512670636177063	Open-chain polyketides	0.2627241909503937	Bile acids, alcohols and derivatives	0.5112587213516235			Bile acids, alcohols and derivatives	0.5112587213516235	Steroids and steroid derivatives	0.3986194431781769	Lipids and lipid-like molecules	0.959701657295227	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1500
1500_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1502	C30H47NO3	[M + Na]+	C30H47NO3	Fatty acids	0.7008364796638489	Steroids	0.19162489473819733	Cholestane steroids	0.08975078165531158	Steroidal alkaloids	0.6875219941139221			Steroidal alkaloids	0.6875219941139221	Steroids and steroid derivatives	0.4970436692237854	Lipids and lipid-like molecules	0.7994551658630371	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Secondary amines; Steroidal alkaloids; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1502
1501_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1503	C29H49NO5	[M + H]+	C29H49NO5	Terpenoids	0.5105831623077393	Pseudoalkaloids (transamidation)	0.15006090700626373	Cholane steroids	0.38463637232780457	Steroids and steroid derivatives	0.6076920032501221					Steroids and steroid derivatives	0.6076920032501221	Lipids and lipid-like molecules	0.830146849155426	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1503
1502_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1504	C26H50O7	[M + H3N + H]+	C26H53NO7	Fatty acids	0.5824376344680786	Glycerolipids	0.24309974908828735	Monoacylglycerols	0.17412647604942322	Dicarboxylic acids and derivatives	0.5814824104309082			Dicarboxylic acids and derivatives	0.5814824104309082	Carboxylic acids and derivatives	0.9704850912094116	Organic acids and derivatives	0.975793719291687	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1504
1504_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1506	C27H50O6	[M + Na]+	C27H50O6	Terpenoids	0.8784430027008057	Diterpenoids	0.23866139352321625	Labdane diterpenoids	0.10267192125320435	Monosaccharides	0.9147416353225708	Monosaccharides	0.9147416353225708	Carbohydrates and carbohydrate conjugates	0.889664351940155	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Monosaccharides; Secondary alcohols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1506
1506_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1508	C28H47NO4S	[M + H]+	C28H47NO4S	Fatty acids	0.9956707954406738	Steroids	0.01640457846224308	Glycerophosphocholines	0.030039971694350243	Fatty acyl thioesters	0.8837496042251587			Fatty acyl thioesters	0.8837496042251587	Fatty Acyls	0.807687520980835	Lipids and lipid-like molecules	0.8193297982215881	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Thiocarboxylic acids and derivatives; Thioesters; Carbonyl compounds; Amines; Sulfenyl compounds; Fatty acyl thioesters; Carbothioic S-esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1508
1507_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1509	C28H47NO6	[M + H]+	C28H47NO6	Polyketides	0.7186943292617798	Linear polyketides	0.6130841374397278	Open-chain polyketides	0.8078180551528931	Hydroxy bile acids, alcohols and derivatives	0.9753394722938538	Hydroxy bile acids, alcohols and derivatives	0.9753394722938538	Bile acids, alcohols and derivatives	0.9578565955162048	Steroids and steroid derivatives	0.5351993441581726	Lipids and lipid-like molecules	0.9857731461524963	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Primary amines; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1509
1508_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1510	C28H47NO6	[M + H]+	C28H47NO6	Fatty acids	0.5925437808036804	Pseudoalkaloids (transamidation)	0.27062174677848816	Steroidal alkaloids	0.17197676002979279	Amino acids, peptides, and analogues	0.5052468776702881			Amino acids, peptides, and analogues	0.5052468776702881	Carboxylic acids and derivatives	0.9079208970069885	Organic acids and derivatives	0.9862085580825806	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1510
1511_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1513	C27H38N6O3	[M + H]+	C27H38N6O3	Alkaloids	0.9807277917861938	Pseudoalkaloids	0.4177434742450714	Purine alkaloids	0.2136250138282776	Dialkylarylamines	0.595294177532196	Tertiary amines	0.8365857005119324	Amines	0.985055685043335	Organonitrogen compounds	0.999876856803894	Organic nitrogen compounds	0.9999947547912598	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Ketones; Piperazines; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Aminotriazines; Carbonyl compounds; Diazinanes; Amines; Tertiary amines; Tertiary alkylarylamines; N-aliphatic s-triazines; Imidolactams; Dialkylarylamines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1513
1517_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1519	C24H50NO7P	[M + H]+	C24H50NO7P	Fatty acids	0.9979475140571594	Glycerophospholipids	0.9998983144760132	Glycerophosphocholines	0.9974978566169739	1-acyl-sn-glycero-3-phosphocholines	0.9354716539382935	Lysophosphatidylcholines	0.918357789516449	Glycerophosphocholines	0.99869304895401	Glycerophospholipids	0.9997288584709167	Lipids and lipid-like molecules	0.9990348815917969	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1519
1518_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1520	C26H54O7	[M + H3N + H]+	C26H57NO7	Fatty acids	0.9974278807640076	Glycerolipids	0.9995368719100952	Monoacylglycerols	0.921248197555542	Polyethylene glycols	0.9812628626823425	Dialkyl ethers	0.9999969005584717	Ethers	0.9999988079071045	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1520
1524_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1526	C27H46O9	[M - H2O + H]+	C27H44O8	Fatty acids	0.9992170333862305	Glycerolipids	0.996956467628479	Glycosylmonoacylglycerols	0.8762418031692505	Glycosylglycerols	0.9995538592338562			Glycosylglycerols	0.9995538592338562	Glycerolipids	0.9967536330223083	Lipids and lipid-like molecules	0.9996792078018188	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1526
1525_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1527	C27H46O9	[M - H2O + H]+	C27H44O8	Fatty acids	0.9925321936607361	Glycerolipids	0.9885856509208679	Glycosylmonoacylglycerols	0.8443359136581421	Glycosylglycerols	0.9943671822547913			Glycosylglycerols	0.9943671822547913	Glycerolipids	0.975376546382904	Lipids and lipid-like molecules	0.9996837377548218	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1527
1527_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1529	C30H50O4	[M + Na]+	C30H50O4	Terpenoids	0.995909571647644	Triterpenoids	0.6240723133087158	Dammarane and Protostane triterpenoids	0.7316464781761169	Triterpenoids	0.8815730214118958			Triterpenoids	0.8815730214118958	Prenol lipids	0.876329779624939	Lipids and lipid-like molecules	0.9370521306991577	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxysteroids; Triterpenoids; Steroid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1529
1529_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1531	C11H8ClN7O8S3	[M + H]+	C11H8ClN7O8S3	Alkaloids	0.939716637134552	Pseudoalkaloids	0.07531166076660156	pteridine alkaloids	0.018707087263464928	1,2,4-benzothiadiazine-1,1-dioxides	0.9951954483985901	1,2,4-benzothiadiazine-1,1-dioxides	0.9951954483985901	Benzothiadiazines	0.994383692741394	Thiadiazines	0.992925763130188	Organoheterocyclic compounds	0.9999916553497314	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazines; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Benzothiadiazines; Azoles; Aryl chlorides; Organic nitro compounds; Sulfonyls; Organochlorides; Organosulfonamides; Benzenoids; Aryl halides; Aminosulfonyl compounds; Sulfenyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 1,2,4-benzothiadiazine-1,1-dioxides; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1531
1530_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1532	C20H7N3O5S4	[M + H]+	C20H7N3O5S4	Alkaloids	0.838115394115448	Polycyclic aromatic polyketides	0.658859372138977	Anthraquinones and anthrones	0.9030731916427612	Naphthalenes	0.7888533473014832					Naphthalenes	0.7888533473014832	Benzenoids	0.999357283115387	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Naphthalenes; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Thioethers; Organic oxoazanium compounds; Carbonyl compounds; Thiazolidinethiones; Benzenoids; Sulfenyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	1532
1531_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1533	C31H47NO4	[M + H]+	C31H47NO4	Terpenoids	0.9977610111236572	Triterpenoids	0.9994305968284607	Oleanane triterpenoids	0.9969985485076904	Triterpenoids	0.6042290925979614			Triterpenoids	0.6042290925979614	Prenol lipids	0.8333938121795654	Lipids and lipid-like molecules	0.7785589694976807	Organic compounds; Lipids and lipid-like molecules; Naphthalenes; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Nitriles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Triterpenoids; Carbonyl compounds; Naphthalenecarboxylic acids and derivatives; Naphthalenecarboxamides; Methyl esters; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1533
1532_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1534	C32H51NO3	[M + H]+	C32H51NO3	Terpenoids	0.8575456142425537	Pseudoalkaloids	0.5381830930709839	Steroidal alkaloids	0.27322766184806824	Steroids and steroid derivatives	0.6284397840499878					Steroids and steroid derivatives	0.6284397840499878	Lipids and lipid-like molecules	0.975142776966095	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1534
1533_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1535	C32H51NO3	[M + H]+	C32H51NO3	Terpenoids	0.8802758455276489	Pseudoalkaloids	0.41309964656829834	Oleanane triterpenoids	0.6188905239105225	Triterpenoids	0.6369513869285583			Triterpenoids	0.6369513869285583	Prenol lipids	0.6124064922332764	Lipids and lipid-like molecules	0.8774670958518982	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1535
1534_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1536	C27H51N3O5	[M + H]+	C27H51N3O5	Amino acids and Peptides	0.3987162113189697	Linear polyketides	0.5511850714683533	Open-chain polyketides	0.3863546550273895	Amino acids and derivatives	0.5881683826446533	Amino acids and derivatives	0.5881683826446533	Amino acids, peptides, and analogues	0.6254285573959351	Carboxylic acids and derivatives	0.9798239469528198	Organic acids and derivatives	0.9938226938247681	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1536
1538_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1540	C26H51N5O4	[M + H]+	C26H51N5O4	Fatty acids	0.5927926898002625	Fatty amides	0.750993013381958	N-acyl amines	0.6847226023674011	N-acyl-alpha amino acids and derivatives	0.6845375299453735	Amino acids and derivatives	0.9006566405296326	Amino acids, peptides, and analogues	0.9035165309906006	Carboxylic acids and derivatives	0.9741513133049011	Organic acids and derivatives	0.9782693982124329	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1540
1540_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1542	C30H44O7	[M - H2O + H]+	C30H42O6	Terpenoids	0.9986349940299988	Steroids	0.9788956642150879	Cardenolides	0.22039742767810822	Steroidal glycosides	0.8694304823875427			Steroidal glycosides	0.8694304823875427	Steroids and steroid derivatives	0.9900740385055542	Lipids and lipid-like molecules	0.9924172163009644	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	1542
1541_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1543	C30H38N6O	[M + H]+	C30H38N6O	Alkaloids	0.9909632802009583	Nicotinic acid alkaloids	0.5976980328559875	Pyridine alkaloids	0.5949923396110535	Benzylamines	0.9293995499610901			Benzylamines	0.9293995499610901	Benzene and substituted derivatives	0.9215347170829773	Benzenoids	0.9702820181846619	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Piperazines; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Benzylamines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1543
1542_Mat_2023_09_04_15_46_27_AlignmentResult_2023_09_1544	C23H44N6O7	[M - H2O + H]+	C23H42N6O6	Fatty acids	0.9234652519226074	Sphingolipids	0.7505045533180237	Sphingoid bases	0.03083602711558342	Sphingolipids	0.8810305595397949					Sphingolipids	0.8810305595397949	Lipids and lipid-like molecules	0.9790251851081848	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Ethers; Sphingolipids; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Monoalkylamines; Aminopyrimidines and derivatives; Diazines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; Glycosylamines; O-glycosyl compounds; Polyols; Amines; Primary amines; 6-aminopurines; Fatty acyl glycosides of mono- and disaccharides; Imidolactams; Fatty Acyls; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1544
